Date,Username,User tag,Content,Mentions,link
"2023-11-01,20:56:36","rouyu.","#0","運動","",""
"2023-11-01,21:14:18","star533422","#0","https://hackmd.io/@stephen533422/S1AtlTkXT","",""
"2023-11-01,21:14:20","star533422","#0","筆記","",""
"2023-11-01,22:22:48","ilbas","#0","練背、肩、腿","",""
"2023-11-01,22:22:51","ilbas","#0","運動","",""
"2023-11-02,00:43:32","ywyang236","#0","截止至目前的統計更新：https://book-club-system.web.app/

如果第二週點進去資料是空的，用||無痕模式||打開，就看得到新資料了。（還以為是系統掛了，虛驚一場 🥲 ）","",""
"2023-11-02,02:43:01","angeltsui","#0","https://www.notion.so/b43e675804a342f986d26f579310ae29?pvs=4#631ec99f44c94c0a9b48eb9d1b675a6a","",""
"2023-11-02,02:43:04","angeltsui","#0","筆記","",""
"2023-11-02,10:56:18","yuu0210_","#0","https://www.notion.so/React-ec8e2284bdce47df9b34363b7644cc80","",""
"2023-11-02,10:56:22","yuu0210_","#0","筆記","",""
"2023-11-02,16:15:43","rororo","#5892","https://cherry-nemophila-a61.notion.site/React-1-a306fdbc6e80400bbef6144396723db7?pvs=4","",""
"2023-11-02,16:15:49","rororo","#5892","筆記","",""
"2023-11-02,16:16:00","rororo","#5892","https://cherry-nemophila-a61.notion.site/React-2-81d7d8b174cf4459becd79e057e8b8e2?pvs=4","",""
"2023-11-02,16:16:01","rororo","#5892","筆記","",""
"2023-11-02,16:16:17","rororo","#5892","https://cherry-nemophila-a61.notion.site/React-3-4bbff9f590494da3bf96f56b53121945?pvs=4","",""
"2023-11-02,16:16:18","rororo","#5892","筆記","",""
"2023-11-02,16:33:48",".wenying","#0","有氧 30min","",""
"2023-11-02,16:33:51",".wenying","#0","運動","",""
"2023-11-02,16:53:16","rororo","#5892","有個問題想跟大家請教，有關useRef的部分，書上有一句「非受控元件可以解決一些...","",""
"2023-11-02,19:32:56","star533422","#0","https://hackmd.io/@stephen533422/BktgJZW76","",""
"2023-11-02,19:32:57","star533422","#0","筆記","",""
"2023-11-02,20:57:08",".wenying","#0","https://ambitious-wound-b6b.notion.site/6-5-4-6-6-4-690ba993908643669e690d7ea936bb12?pvs=4","",""
"2023-11-02,20:57:12",".wenying","#0","筆記","",""
"2023-11-02,21:20:03","lark1987","#0","https://long-bookcase-189.notion.site/React-406313a8409048baa6f1b395690ca2ac?pvs=4","",""
"2023-11-02,21:20:08","lark1987","#0","筆記","",""
"2023-11-02,23:42:21","rouyu.","#0","https://smiling-prepared-a94.notion.site/Day-11-9d80619a5e8f4c0292bf0a4f7f22936e?pvs=4","",""
"2023-11-02,23:42:27","rouyu.","#0","筆記","",""
"2023-11-03,12:48:55","yuu0210_","#0","https://www.notion.so/React-ec8e2284bdce47df9b34363b7644cc80","",""
"2023-11-03,12:48:58","yuu0210_","#0","筆記","",""
"2023-11-03,14:32:48","rouyu.","#0","https://smiling-prepared-a94.notion.site/Day-12-b0cf131f4f03463da7028ebb74c08de2?pvs=4","",""
"2023-11-03,14:32:52","rouyu.","#0","筆記","",""
"2023-11-03,16:40:54","star533422","#0","https://hackmd.io/@stephen533422/Sk6H9QGX6","",""
"2023-11-03,16:40:57","star533422","#0","筆記","",""
"2023-11-03,21:13:22","lark1987","#0","https://long-bookcase-189.notion.site/React-406313a8409048baa6f1b395690ca2ac?pvs=4","",""
"2023-11-03,21:13:26","lark1987","#0","筆記","",""
"2023-11-04,10:47:56",".wenying","#0","https://ambitious-wound-b6b.notion.site/7-1-7-1-1-8ca2635960b24efeb56eb7dc18aeaf6c?pvs=4","",""
"2023-11-04,10:47:59",".wenying","#0","筆記","",""
"2023-11-04,16:29:07","ywyang236","#0","大家午安～

提醒，今天晚上 7:30 是針對禮拜一期初報告的小練習，無論你有做完、做到一半、根本不知道該怎麼做、或者之後有其他規劃，都歡迎你參加，吸取別人的精華，會更有方向哦～

只要開始做，就不會那麼害怕了 💪🏻 

今天晚上的會議連結（7:20開放加入會議）：
https://meet.google.com/fvy-zobb-rqq","",""
"2023-11-04,17:50:49","ohtani_showyu","#0","肩和二頭","",""
"2023-11-04,17:50:51","ohtani_showyu","#0","運動","",""
"2023-11-04,18:22:35",".wenying","#0","搏擊有氧","",""
"2023-11-04,18:22:36",".wenying","#0","運動","",""
"2023-11-04,20:47:46","yuu0210_","#0","活動","",""
"2023-11-04,20:47:48","rouyu.","#0","活動","",""
"2023-11-04,20:47:51","rouyu.","#0","運動","",""
"2023-11-04,20:47:55","lulu_cheng","#0","活動","",""
"2023-11-04,20:47:56",".wenying","#0","活動","",""
"2023-11-04,22:10:00","rororo","#5892","活動","",""
"2023-11-04,23:42:36","angeltsui","#0","https://www.notion.so/b43e675804a342f986d26f579310ae29?pvs=4#631ec99f44c94c0a9b48eb9d1b675a6a","",""
"2023-11-04,23:42:43","angeltsui","#0","筆記","",""
"2023-11-05,10:36:25","lulu_cheng","#0","https://www.notion.so/React-ef420ab297424a9b8fa0798f1be1a1e7","",""
"2023-11-05,10:36:27","lulu_cheng","#0","筆記","",""
"2023-11-05,10:36:29","lulu_cheng","#0","https://www.notion.so/React-ef420ab297424a9b8fa0798f1be1a1e7","",""
"2023-11-05,10:36:31","lulu_cheng","#0","筆記","",""
"2023-11-05,10:36:34","lulu_cheng","#0","https://www.notion.so/React-ef420ab297424a9b8fa0798f1be1a1e7","",""
"2023-11-05,10:36:36","lulu_cheng","#0","筆記","",""
"2023-11-05,10:36:39","lulu_cheng","#0","https://www.notion.so/React-ef420ab297424a9b8fa0798f1be1a1e7","",""
"2023-11-05,10:36:41","lulu_cheng","#0","筆記","",""
"2023-11-05,10:36:46","lulu_cheng","#0","https://www.notion.so/React-ef420ab297424a9b8fa0798f1be1a1e7","",""
"2023-11-05,10:36:48","lulu_cheng","#0","筆記","",""
"2023-11-05,11:23:31","yiyixiaoqisi","#0","https://hackmd.io/n96z8ML0TsqUl5uJfN_InA","",""
"2023-11-05,11:23:36","yiyixiaoqisi","#0","筆記","",""
"2023-11-05,11:53:54","ohtani_showyu","#0","https://hackmd.io/@siouyu/r17hO5QMp","",""
"2023-11-05,11:53:58","ohtani_showyu","#0","筆記","",""
"2023-11-05,11:53:59","ohtani_showyu","#0","https://hackmd.io/@siouyu/r17hO5QMp","",""
"2023-11-05,11:54:02","ohtani_showyu","#0","筆記","",""
"2023-11-05,16:27:44","ohtani_showyu","#0","臀腿","",""
"2023-11-05,16:27:45","ohtani_showyu","#0","運動","",""
"2023-11-05,22:14:12","ywyang236","#0","明天的期初報告大家一起加油啦～  🎉 

截止至目前的積分狀況：https://book-club-system.web.app/","",""
"2023-11-05,22:43:13","angeltsui","#0","https://www.notion.so/Chapter-7-03d905a3ebcb4bfe8d2073ac8ab1feb0?pvs=4","",""
"2023-11-05,22:43:15","angeltsui","#0","筆記","",""
"2023-11-05,23:43:03","rororo","#5892","https://cherry-nemophila-a61.notion.site/React-4-74b6c42da3ba4756a26915a83e2fd032?pvs=4","",""
"2023-11-05,23:43:05","rororo","#5892","筆記","",""
"2023-11-05,23:43:16","rororo","#5892","https://cherry-nemophila-a61.notion.site/React-Hook-1-051114e481ae438f96be4c5487965f5d?pvs=4","",""
"2023-11-05,23:43:17","rororo","#5892","筆記","",""
"2023-11-06,12:15:13","lark1987","#0","https://long-bookcase-189.notion.site/React-406313a8409048baa6f1b395690ca2ac?pvs=4","",""
"2023-11-06,12:15:16","lark1987","#0","筆記","",""
"2023-11-06,17:37:38","yuu0210_","#0","https://www.notion.so/React-ec8e2284bdce47df9b34363b7644cc80","",""
"2023-11-06,17:37:40","yuu0210_","#0","筆記","",""
"2023-11-06,23:53:48","star533422","#0","https://hackmd.io/@stephen533422/HJwA-tIX6","",""
"2023-11-06,23:53:50","star533422","#0","筆記","",""
"2023-11-07,11:08:40","lark1987","#0","https://long-bookcase-189.notion.site/React-406313a8409048baa6f1b395690ca2ac?pvs=4","",""
"2023-11-07,11:08:45","lark1987","#0","筆記","",""
"2023-11-07,15:02:20","yuu0210_","#0","https://www.notion.so/React-ec8e2284bdce47df9b34363b7644cc80","",""
"2023-11-07,15:02:25","yuu0210_","#0","筆記","",""
"2023-11-07,15:39:36","ohtani_showyu","#0","芭蕾","",""
"2023-11-07,15:39:40","ohtani_showyu","#0","運動","",""
"2023-11-07,16:31:18","ywyang236","#0","健身課這麼豐富的嗎？😂","ohtani_showyu#0",""
"2023-11-07,16:33:08","ohtani_showyu","#0","雖然每天都會動但不一定都在重訓 😂","",""
"2023-11-07,20:53:43",".wenying","#0","https://ambitious-wound-b6b.notion.site/7-1-2-7-1-3-6841e7706d134853b277a9fd6205acd8?pvs=4","",""
"2023-11-07,20:53:47",".wenying","#0","筆記","",""
"2023-11-07,21:08:12",".wenying","#0","https://ambitious-wound-b6b.notion.site/7-1-4-7-2-d2463718f1384ddd9626e8436693648a?pvs=4","",""
"2023-11-07,21:08:17",".wenying","#0","筆記","",""
"2023-11-07,21:10:51","star533422","#0","https://hackmd.io/@stephen533422/ryP-TsD7a","",""
"2023-11-07,21:10:53","star533422","#0","筆記","",""
"2023-11-08,00:53:38","rouyu.","#0","https://smiling-prepared-a94.notion.site/Day-15-a31aafb1e47c4f858ed6ed2445aadeca?pvs=4","",""
"2023-11-08,00:53:41","rouyu.","#0","筆記","",""
"2023-11-08,11:19:04","lark1987","#0","https://long-bookcase-189.notion.site/React-406313a8409048baa6f1b395690ca2ac?pvs=4","",""
"2023-11-08,11:19:06","lark1987","#0","筆記","",""
"2023-11-08,14:42:01","rouyu.","#0","https://smiling-prepared-a94.notion.site/Day-16-5dafe6ad105c414ca031a7e392c5ccd0?pvs=4","",""
"2023-11-08,14:42:04","rouyu.","#0","筆記","",""
"2023-11-08,16:03:50","rouyu.","#0","https://smiling-prepared-a94.notion.site/Day-17-14f571c9973647e0a82db03fa9c8e4ca?pvs=4","",""
"2023-11-08,16:03:53","rouyu.","#0","筆記","",""
"2023-11-08,18:04:03",".wenying","#0","https://ambitious-wound-b6b.notion.site/7-3-8-1-1-2867c52caeb94e5da6d05fd288947ea0?pvs=4","",""
"2023-11-08,18:04:07",".wenying","#0","筆記","",""
"2023-11-08,18:17:37","ohtani_showyu","#0","https://hackmd.io/@siouyu/r17hO5QMp","",""
"2023-11-08,18:17:42","ohtani_showyu","#0","筆記","",""
"2023-11-08,18:17:42","ohtani_showyu","#0","https://hackmd.io/@siouyu/r17hO5QMp","",""
"2023-11-08,18:17:44","ohtani_showyu","#0","筆記","",""
"2023-11-08,18:17:45","ohtani_showyu","#0","https://hackmd.io/@siouyu/r17hO5QMp","",""
"2023-11-08,18:17:46","ohtani_showyu","#0","筆記","",""
"2023-11-09,01:05:18","star533422","#0","https://hackmd.io/@stephen533422/BkwyS4Ymp","",""
"2023-11-09,01:05:19","star533422","#0","筆記","",""
"2023-11-09,11:14:20","lark1987","#0","https://long-bookcase-189.notion.site/React-406313a8409048baa6f1b395690ca2ac?pvs=4","",""
"2023-11-09,11:14:23","lark1987","#0","筆記","",""
"2023-11-09,16:23:14","rouyu.","#0","https://smiling-prepared-a94.notion.site/Day-18-74688dafce8e4d42a6d0b770745ea274?pvs=4","",""
"2023-11-09,16:23:23","rouyu.","#0","筆記","",""
"2023-11-09,21:17:25","yuu0210_","#0","https://www.notion.so/React-ec8e2284bdce47df9b34363b7644cc80","",""
"2023-11-09,21:17:27","yuu0210_","#0","筆記","",""
"2023-11-09,21:17:29","yuu0210_","#0","https://www.notion.so/React-ec8e2284bdce47df9b34363b7644cc80","",""
"2023-11-09,21:17:31","yuu0210_","#0","筆記","",""
"2023-11-10,00:53:46","star533422","#0","https://hackmd.io/@stephen533422/S1YqkY576","",""
"2023-11-10,00:53:49","star533422","#0","筆記","",""
"2023-11-10,09:04:29","ywyang236","#0","截止至目前為止的狀況：
https://book-club-system.web.app/","",""
"2023-11-10,11:16:08","lark1987","#0","https://long-bookcase-189.notion.site/React-406313a8409048baa6f1b395690ca2ac?pvs=4","",""
"2023-11-10,11:16:11","lark1987","#0","筆記","",""
"2023-11-10,16:08:11","rouyu.","#0","https://smiling-prepared-a94.notion.site/Day-19-18b27b82532a4c4db5aa5c22a5f137b1?pvs=4","",""
"2023-11-10,16:08:14","rouyu.","#0","筆記","",""
"2023-11-10,20:22:33","star533422","#0","https://hackmd.io/@stephen533422/BkLdeci7T","",""
"2023-11-10,20:22:36","star533422","#0","筆記","",""
"2023-11-10,21:55:47",".wenying","#0","https://ambitious-wound-b6b.notion.site/8-1-2-8-1-5-f05f8ef60022423cb974745f35b1829b?pvs=4","",""
"2023-11-10,21:55:53",".wenying","#0","筆記","",""
"2023-11-10,23:54:57","yuu0210_","#0","https://www.notion.so/React-ec8e2284bdce47df9b34363b7644cc80","",""
"2023-11-10,23:54:59","yuu0210_","#0","筆記","",""
"2023-11-11,01:13:49","ywyang236","#0","截止至目前為止的統計：
https://book-club-system.web.app/","",""
"2023-11-11,01:26:48","ywyang236","#0","大家晚安，早安？

現在每個人應該都是處於時間不夠用的狀態，所以我們比較沒辦法像上一階段一樣，讓讀書會佔用大家太多時間。

想了幾個折衷的方式，要給大家選，所以下禮拜一早上 9:30，和大家借用一點時間，我們會使用孟芩的 gather 表決大家想進行的方式。 

這兩天麻煩大家測試看看能否順利進入 gather （有註冊人數上限），當天早上，會再提供一次傳送門連結。

gather 傳送門： https://app.gather.town/invite?token=oRpYzcIUT96oeNJr3Uym","",""
"2023-11-12,17:35:59","lulu_cheng","#0","https://www.notion.so/React-ef420ab297424a9b8fa0798f1be1a1e7","",""
"2023-11-12,17:36:04","lulu_cheng","#0","筆記","",""
"2023-11-12,17:36:06","lulu_cheng","#0","https://www.notion.so/React-ef420ab297424a9b8fa0798f1be1a1e7","",""
"2023-11-12,17:36:08","lulu_cheng","#0","筆記","",""
"2023-11-12,17:36:09","lulu_cheng","#0","https://www.notion.so/React-ef420ab297424a9b8fa0798f1be1a1e7","",""
"2023-11-12,17:36:12","lulu_cheng","#0","筆記","",""
"2023-11-12,17:36:14","lulu_cheng","#0","https://www.notion.so/React-ef420ab297424a9b8fa0798f1be1a1e7","",""
"2023-11-12,17:36:16","lulu_cheng","#0","筆記","",""
"2023-11-12,17:36:17","lulu_cheng","#0","https://www.notion.so/React-ef420ab297424a9b8fa0798f1be1a1e7","",""
"2023-11-12,17:36:20","lulu_cheng","#0","筆記","",""
"2023-11-12,21:21:22",".wenying","#0","https://ambitious-wound-b6b.notion.site/8-2-8-3-1c2b7b5cf6ad4cd68552a82ddbbbcae3?pvs=4","",""
"2023-11-12,21:21:25",".wenying","#0","筆記","",""
